Branch,Gender,Product line,Unit price,Quantity,Total,Date,Time,Payment,Rating
A,Male,Home and lifestyle,72.78,10,764.19,2/3/2019,17:24,Cash,7.3
B,Male,Sports and travel,37.32,9,352.674,3/6/2019,15:31,Ewallet,5.1
B,Male,Fashion accessories,60.18,4,252.756,2/16/2019,18:04,Credit card,9.4
A,Female,Electronic accessories,15.69,3,49.4235,3/14/2019,14:13,Credit card,5.8
C,Female,Electronic accessories,99.69,1,104.6745,2/27/2019,10:23,Credit card,8
A,Female,Fashion accessories,88.15,3,277.6725,1/18/2019,10:11,Ewallet,7.9
A,Female,Sports and travel,27.93,5,146.6325,1/29/2019,15:48,Cash,5.9
A,Male,Fashion accessories,55.45,1,58.2225,2/26/2019,17:46,Credit card,4.9
B,Female,Sports and travel,42.97,3,135.3555,2/3/2019,11:46,Cash,9.3
C,Male,Sports and travel,17.14,7,125.979,1/16/2019,12:07,Credit card,7.9
B,Female,Fashion accessories,58.75,6,370.125,3/24/2019,18:14,Credit card,5.9
C,Female,Food and beverages,87.1,10,914.55,2/12/2019,14:45,Credit card,9.9
C,Female,Sports and travel,98.8,2,207.48,2/21/2019,11:39,Cash,7.7
A,Female,Fashion accessories,48.63,4,204.246,2/4/2019,15:44,Ewallet,7.6
B,Male,Food and beverages,57.74,3,181.881,2/20/2019,13:06,Ewallet,7.7
B,Female,Health and beauty,17.97,4,75.474,2/23/2019,20:43,Ewallet,6.4
C,Female,Health and beauty,47.71,6,300.573,2/16/2019,14:19,Ewallet,4.4
B,Female,Sports and travel,40.62,2,85.302,1/17/2019,10:01,Credit card,4.1
A,Male,Fashion accessories,56.04,10,588.42,1/14/2019,19:30,Ewallet,4.4
B,Male,Food and beverages,93.4,2,196.14,3/30/2019,16:34,Cash,5.5
B,Female,Health and beauty,73.41,3,231.2415,3/2/2019,13:10,Ewallet,4
C,Male,Health and beauty,33.64,8,282.576,2/15/2019,17:10,Credit card,9.3
A,Female,Electronic accessories,45.48,10,477.54,3/1/2019,10:22,Credit card,4.8
B,Male,Fashion accessories,83.77,2,175.917,2/24/2019,19:57,Cash,4.6
B,Female,Sports and travel,64.08,7,470.988,2/19/2019,19:29,Credit card,7.3
A,Female,Food and beverages,73.47,4,308.574,2/23/2019,18:30,Cash,6
C,Male,Health and beauty,58.95,10,618.975,2/7/2019,14:27,Ewallet,8.1
A,Male,Food and beverages,48.5,6,305.55,1/11/2019,13:57,Ewallet,9.4
B,Female,Electronic accessories,39.48,1,41.454,2/12/2019,19:43,Cash,6.5
B,Female,Sports and travel,34.81,1,36.5505,1/14/2019,10:11,Credit card,7
C,Female,Fashion accessories,49.32,6,310.716,1/9/2019,13:46,Ewallet,7.1
A,Male,Fashion accessories,21.48,2,45.108,2/27/2019,12:22,Ewallet,6.6
B,Female,Sports and travel,23.08,6,145.404,1/24/2019,19:20,Ewallet,4.9
B,Female,Home and lifestyle,49.1,2,103.11,1/8/2019,12:58,Credit card,6.4
B,Female,Sports and travel,64.83,2,136.143,1/8/2019,11:59,Credit card,8
A,Male,Home and lifestyle,63.56,10,667.38,1/16/2019,17:59,Cash,4.3
C,Male,Sports and travel,72.88,2,153.048,3/13/2019,12:51,Cash,6.1
A,Female,Food and beverages,67.1,3,211.365,2/15/2019,10:36,Cash,7.5
C,Female,Sports and travel,70.19,9,663.2955,1/25/2019,13:38,Cash,6.7
C,Male,Food and beverages,55.04,7,404.544,3/12/2019,19:39,Ewallet,5.2
A,Male,Health and beauty,48.63,10,510.615,3/4/2019,12:44,Cash,8.8
C,Female,Fashion accessories,73.38,7,539.343,2/10/2019,13:56,Cash,9.5
C,Female,Food and beverages,52.6,9,497.07,1/16/2019,14:42,Cash,7.6
A,Female,Home and lifestyle,87.37,5,458.6925,1/29/2019,19:45,Cash,6.6
A,Female,Sports and travel,27.04,4,113.568,1/1/2019,20:26,Ewallet,6.9
B,Male,Home and lifestyle,62.19,4,261.198,1/6/2019,19:46,Ewallet,4.3
A,Male,Electronic accessories,69.58,9,657.531,2/19/2019,19:38,Credit card,7.8
C,Male,Home and lifestyle,97.5,10,1023.75,1/12/2019,16:18,Ewallet,8
C,Female,Fashion accessories,60.41,8,507.444,2/7/2019,12:23,Ewallet,9.6
B,Male,Food and beverages,32.32,3,101.808,3/27/2019,19:11,Credit card,4.3
B,Female,Fashion accessories,19.77,10,207.585,2/27/2019,18:57,Credit card,5
B,Male,Health and beauty,80.47,9,760.4415,1/6/2019,11:18,Cash,9.2
B,Female,Home and lifestyle,88.39,9,835.2855,3/2/2019,12:40,Cash,6.3
B,Male,Health and beauty,71.77,7,527.5095,3/29/2019,14:06,Cash,8.9
B,Female,Electronic accessories,43,4,180.6,1/31/2019,20:48,Ewallet,7.6
C,Male,Food and beverages,68.98,1,72.429,1/21/2019,20:13,Cash,4.8
C,Male,Fashion accessories,15.62,8,131.208,1/20/2019,20:37,Ewallet,9.1
A,Male,Sports and travel,25.7,3,80.955,1/17/2019,17:59,Ewallet,6.1
A,Male,Food and beverages,80.62,6,507.906,2/28/2019,20:18,Cash,9.1
C,Female,Home and lifestyle,75.53,4,317.226,3/19/2019,15:52,Ewallet,8.3
C,Female,Electronic accessories,77.63,9,733.6035,2/19/2019,15:14,Ewallet,7.2
C,Female,Health and beauty,13.85,9,130.8825,2/4/2019,12:50,Ewallet,6
C,Male,Fashion accessories,98.7,8,829.08,1/31/2019,10:36,Ewallet,8.5
A,Female,Health and beauty,35.68,5,187.32,2/6/2019,18:33,Credit card,6.6
A,Female,Fashion accessories,71.46,7,525.231,3/28/2019,16:06,Ewallet,4.5
A,Male,Electronic accessories,11.94,3,37.611,1/19/2019,12:47,Credit card,8.1
A,Male,Fashion accessories,45.38,3,142.947,2/17/2019,13:34,Credit card,7.2
B,Female,Fashion accessories,17.48,6,110.124,1/18/2019,15:04,Credit card,6.1
B,Female,Fashion accessories,25.56,7,187.866,2/2/2019,20:42,Cash,7.1
C,Female,Sports and travel,90.63,9,856.4535,1/18/2019,15:28,Cash,5.1
B,Male,Home and lifestyle,44.12,3,138.978,3/18/2019,13:45,Credit card,7.9
C,Female,Food and beverages,36.77,7,270.2595,1/11/2019,20:10,Cash,7.4
B,Male,Food and beverages,23.34,4,98.028,2/4/2019,18:53,Ewallet,7.4
C,Female,Health and beauty,28.5,8,239.4,2/6/2019,14:24,Cash,6.6
C,Male,Home and lifestyle,55.57,3,175.0455,1/8/2019,11:42,Credit card,5.9
B,Male,Sports and travel,69.74,10,732.27,3/5/2019,17:49,Credit card,8.9
C,Male,Fashion accessories,97.26,4,408.492,3/16/2019,15:33,Ewallet,6.8
B,Female,Home and lifestyle,52.18,7,383.523,3/9/2019,10:54,Cash,9.3
A,Female,Fashion accessories,22.32,4,93.744,3/1/2019,16:23,Credit card,4.4
A,Male,Health and beauty,56,3,176.4,2/28/2019,19:33,Ewallet,4.8
A,Male,Fashion accessories,19.7,1,20.685,2/8/2019,11:39,Ewallet,9.5
B,Male,Electronic accessories,75.88,7,557.718,1/24/2019,10:38,Ewallet,8.9
B,Male,Food and beverages,53.72,1,56.406,3/1/2019,20:03,Ewallet,6.4
C,Male,Health and beauty,81.95,10,860.475,3/10/2019,12:39,Credit card,6
C,Female,Home and lifestyle,81.2,7,596.82,3/23/2019,15:59,Credit card,8.1
C,Male,Electronic accessories,58.76,10,616.98,1/29/2019,14:26,Ewallet,9
B,Male,Electronic accessories,91.56,8,769.104,1/12/2019,18:22,Ewallet,6
A,Male,Home and lifestyle,93.96,9,887.922,3/20/2019,11:32,Cash,9.8
C,Male,Home and lifestyle,55.61,7,408.7335,3/23/2019,12:41,Cash,8.5
C,Male,Food and beverages,84.83,1,89.0715,1/14/2019,15:20,Ewallet,8.8
A,Female,Sports and travel,71.63,2,150.423,2/12/2019,14:33,Ewallet,8.8
A,Male,Home and lifestyle,37.69,2,79.149,2/20/2019,15:29,Ewallet,9.5
C,Female,Sports and travel,31.67,8,266.028,1/2/2019,16:19,Credit card,5.6
C,Female,Food and beverages,38.42,1,40.341,2/2/2019,16:33,Cash,8.6
B,Male,Fashion accessories,65.23,10,684.915,1/8/2019,19:07,Credit card,5.2
C,Female,Home and lifestyle,10.53,5,55.2825,1/30/2019,14:43,Credit card,5.8
B,Female,Home and lifestyle,12.29,9,116.1405,3/26/2019,19:28,Credit card,8
C,Male,Health and beauty,81.23,7,597.0405,1/15/2019,20:44,Cash,9
B,Female,Fashion accessories,22.32,4,93.744,3/14/2019,11:16,Ewallet,4.1
A,Female,Food and beverages,27.28,5,143.22,2/3/2019,10:31,Credit card,8.6
A,Female,Electronic accessories,17.42,10,182.91,2/22/2019,12:30,Ewallet,7
B,Male,Home and lifestyle,73.28,5,384.72,1/24/2019,15:05,Ewallet,8.4
C,Female,Fashion accessories,84.87,3,267.3405,1/25/2019,18:30,Ewallet,7.4
A,Female,Fashion accessories,97.29,8,817.236,3/9/2019,13:18,Credit card,6.2
B,Female,Electronic accessories,35.74,8,300.216,2/17/2019,15:28,Ewallet,4.9
A,Female,Home and lifestyle,96.52,6,608.076,1/11/2019,11:52,Cash,4.5
A,Male,Food and beverages,18.85,10,197.925,2/27/2019,18:24,Ewallet,5.6
A,Female,Food and beverages,55.39,4,232.638,3/25/2019,15:19,Ewallet,8
B,Female,Food and beverages,77.2,10,810.6,2/11/2019,10:38,Credit card,5.6
B,Male,Electronic accessories,72.13,10,757.365,1/31/2019,15:12,Credit card,4.2
A,Female,Fashion accessories,63.88,8,536.592,1/20/2019,17:48,Ewallet,9.9
A,Female,Health and beauty,10.69,5,56.1225,3/26/2019,11:07,Ewallet,7.6
A,Male,Health and beauty,55.5,4,233.1,1/20/2019,15:48,Credit card,6.6
B,Female,Home and lifestyle,95.46,8,801.864,3/5/2019,19:40,Ewallet,4.7
C,Female,Fashion accessories,76.06,3,239.589,1/5/2019,20:30,Credit card,9.8
B,Male,Sports and travel,13.69,6,86.247,2/13/2019,13:59,Cash,6.3
B,Female,Electronic accessories,95.64,4,401.688,3/16/2019,18:51,Cash,7.9
A,Female,Home and lifestyle,11.43,6,72.009,1/15/2019,17:24,Cash,7.7
B,Female,Sports and travel,95.54,4,401.268,2/26/2019,11:58,Ewallet,4.5
C,Female,Health and beauty,85.87,7,631.1445,2/27/2019,19:01,Credit card,8
C,Female,Sports and travel,67.99,7,499.7265,2/17/2019,16:50,Ewallet,5.7
C,Female,Food and beverages,52.42,1,55.041,2/6/2019,10:22,Credit card,6.3
C,Male,Food and beverages,65.65,2,137.865,1/17/2019,16:46,Cash,6
B,Female,Food and beverages,28.86,5,151.515,1/22/2019,18:08,Credit card,8
C,Male,Health and beauty,65.31,7,480.0285,3/5/2019,18:02,Credit card,4.2
B,Male,Sports and travel,93.38,1,98.049,1/3/2019,13:07,Cash,9.6
C,Male,Sports and travel,25.25,5,132.5625,3/20/2019,17:52,Cash,6.1
B,Male,Electronic accessories,87.87,9,830.3715,1/31/2019,20:32,Ewallet,5.6
C,Male,Health and beauty,21.8,8,183.12,2/19/2019,19:24,Cash,8.3
A,Female,Sports and travel,94.76,4,397.992,2/11/2019,16:06,Ewallet,7.8
A,Female,Fashion accessories,30.62,1,32.151,2/5/2019,14:14,Credit card,4.1
C,Female,Home and lifestyle,44.01,8,369.684,3/3/2019,17:36,Cash,8.8
C,Female,Health and beauty,10.16,5,53.34,2/24/2019,13:08,Ewallet,4.1
A,Male,Electronic accessories,74.58,7,548.163,2/4/2019,16:09,Credit card,9
C,Male,Electronic accessories,71.89,8,603.876,2/19/2019,11:33,Ewallet,5.5
C,Female,Health and beauty,10.99,5,57.6975,1/23/2019,10:18,Credit card,9.3
C,Male,Health and beauty,60.47,3,190.4805,1/14/2019,10:55,Credit card,5.6
A,Male,Sports and travel,58.91,7,432.9885,1/17/2019,15:15,Ewallet,9.7
A,Male,Fashion accessories,46.41,1,48.7305,3/3/2019,20:06,Credit card,4
C,Male,Health and beauty,68.55,4,287.91,2/15/2019,20:21,Credit card,9.2
B,Female,Home and lifestyle,97.37,10,1022.385,1/15/2019,13:48,Credit card,4.9
A,Male,Electronic accessories,92.6,7,680.61,2/27/2019,12:52,Credit card,9.3
A,Female,Electronic accessories,46.61,2,97.881,2/26/2019,12:28,Credit card,6.6
B,Male,Fashion accessories,27.18,2,57.078,3/15/2019,16:26,Ewallet,4.3
C,Female,Home and lifestyle,60.87,1,63.9135,1/24/2019,13:24,Cash,5.5
A,Female,Sports and travel,24.49,10,257.145,2/22/2019,15:15,Cash,8.1
B,Male,Health and beauty,92.78,1,97.419,3/15/2019,10:50,Credit card,9.8
C,Male,Home and lifestyle,86.69,5,455.1225,2/11/2019,18:38,Ewallet,9.4
B,Male,Sports and travel,23.01,6,144.963,1/12/2019,16:45,Ewallet,7.9
C,Female,Electronic accessories,30.2,8,253.68,3/3/2019,19:30,Ewallet,5.1
C,Male,Fashion accessories,67.39,7,495.3165,3/23/2019,13:23,Ewallet,6.9
A,Female,Fashion accessories,48.96,9,462.672,3/4/2019,11:27,Cash,8
B,Female,Electronic accessories,75.59,9,714.3255,2/23/2019,11:12,Cash,8
A,Female,Home and lifestyle,77.47,4,325.374,3/17/2019,16:36,Cash,4.2
A,Female,Sports and travel,93.18,2,195.678,1/16/2019,18:41,Credit card,8.5
A,Female,Electronic accessories,50.23,4,210.966,1/8/2019,17:12,Cash,9
B,Female,Health and beauty,17.75,1,18.6375,1/14/2019,10:38,Cash,8.6
C,Female,Fashion accessories,62.18,10,652.89,1/31/2019,10:33,Ewallet,6
B,Male,Health and beauty,10.75,8,90.3,3/15/2019,14:38,Ewallet,6.2
A,Female,Electronic accessories,40.26,10,422.73,2/24/2019,18:06,Credit card,5
C,Female,Sports and travel,64.97,5,341.0925,2/8/2019,12:52,Credit card,6.5
A,Male,Electronic accessories,95.15,1,99.9075,3/22/2019,14:00,Cash,6
A,Female,Electronic accessories,48.62,8,408.408,1/24/2019,10:57,Cash,5
B,Female,Food and beverages,53.21,8,446.964,3/14/2019,16:45,Ewallet,5
C,Female,Fashion accessories,45.44,7,333.984,1/23/2019,11:15,Cash,9.2
A,Male,Food and beverages,33.88,8,284.592,1/19/2019,20:29,Ewallet,9.6
B,Male,Health and beauty,96.16,4,403.872,1/27/2019,20:03,Credit card,8.4
B,Male,Food and beverages,47.16,5,247.59,2/3/2019,14:35,Credit card,6
B,Male,Electronic accessories,52.89,4,222.138,3/25/2019,16:32,Ewallet,6.7
A,Female,Home and lifestyle,47.68,2,100.128,2/24/2019,10:10,Credit card,4.1
C,Male,Sports and travel,10.17,1,10.6785,2/7/2019,14:15,Cash,5.9
A,Female,Health and beauty,68.71,3,216.4365,3/4/2019,10:05,Cash,8.7
B,Female,Sports and travel,60.08,7,441.588,2/14/2019,11:36,Credit card,4.5
A,Female,Sports and travel,22.01,4,92.442,1/29/2019,18:15,Credit card,6.6
B,Female,Health and beauty,72.11,9,681.4395,1/28/2019,13:53,Credit card,7.7
A,Male,Fashion accessories,41.28,3,130.032,3/26/2019,18:37,Credit card,8.5
C,Male,Electronic accessories,64.95,10,681.975,3/24/2019,18:27,Cash,5.2
A,Female,Electronic accessories,74.22,10,779.31,1/1/2019,14:42,Credit card,4.3
A,Male,Electronic accessories,10.56,8,88.704,1/24/2019,17:43,Cash,7.6
B,Male,Health and beauty,62.57,4,262.794,2/25/2019,18:37,Cash,9.5
B,Female,Sports and travel,11.85,8,99.54,1/9/2019,16:34,Cash,4.1
A,Male,Health and beauty,91.3,1,95.865,2/14/2019,14:42,Ewallet,9.2
B,Female,Home and lifestyle,40.73,7,299.3655,3/12/2019,11:01,Ewallet,5.4
A,Male,Fashion accessories,52.38,1,54.999,3/26/2019,19:44,Cash,5.8
A,Male,Fashion accessories,38.54,5,202.335,1/9/2019,13:34,Ewallet,5.6
B,Male,Sports and travel,44.63,6,281.169,1/2/2019,20:08,Credit card,5.1
C,Male,Electronic accessories,55.87,10,586.635,1/15/2019,15:01,Cash,5.8
C,Female,Sports and travel,29.22,6,184.086,1/1/2019,11:40,Ewallet,5
A,Male,Fashion accessories,51.94,3,163.611,2/15/2019,15:21,Cash,7.9
B,Male,Electronic accessories,60.3,1,63.315,2/28/2019,17:38,Cash,6
A,Female,Sports and travel,39.47,2,82.887,3/2/2019,16:16,Credit card,5
C,Female,Food and beverages,14.87,2,31.227,2/13/2019,18:15,Credit card,8.9
A,Male,Fashion accessories,21.32,1,22.386,1/26/2019,12:43,Cash,5.9
A,Male,Electronic accessories,93.78,3,295.407,1/30/2019,11:32,Credit card,5.9
A,Male,Electronic accessories,73.26,1,76.923,1/27/2019,18:08,Ewallet,9.7
C,Female,Sports and travel,22.38,1,23.499,1/30/2019,17:08,Credit card,8.6
C,Female,Food and beverages,72.88,9,688.716,1/8/2019,19:38,Cash,4
A,Female,Fashion accessories,99.1,6,624.33,1/19/2019,13:11,Cash,4.2
A,Male,Fashion accessories,74.1,1,77.805,1/25/2019,11:05,Cash,9.2
A,Female,Fashion accessories,98.48,2,206.808,2/19/2019,10:12,Ewallet,9.2
C,Male,Health and beauty,53.19,7,390.9465,1/14/2019,15:42,Ewallet,5
B,Female,Electronic accessories,52.79,10,554.295,2/25/2019,11:58,Ewallet,10
A,Female,Health and beauty,95.95,5,503.7375,1/23/2019,14:21,Ewallet,8.8
B,Female,Fashion accessories,36.51,9,345.0195,2/16/2019,10:52,Cash,4.2
B,Male,Food and beverages,21.12,8,177.408,1/1/2019,19:31,Cash,6.3
A,Female,Home and lifestyle,28.31,4,118.902,3/7/2019,18:35,Cash,8.2
B,Male,Health and beauty,57.59,6,362.817,2/15/2019,13:51,Cash,5.1
A,Female,Food and beverages,47.63,9,450.1035,1/23/2019,12:35,Cash,5
C,Female,Home and lifestyle,86.27,1,90.5835,2/20/2019,13:24,Ewallet,7
A,Male,Sports and travel,12.76,2,26.796,1/8/2019,18:06,Ewallet,7.8
B,Female,Home and lifestyle,11.28,9,106.596,3/17/2019,11:55,Credit card,4.3
B,Female,Home and lifestyle,51.07,7,375.3645,1/12/2019,11:42,Cash,7
A,Female,Electronic accessories,79.59,3,250.7085,1/8/2019,14:30,Cash,6.6
C,Male,Health and beauty,33.81,3,106.5015,1/26/2019,15:11,Ewallet,7.3
B,Male,Sports and travel,90.53,8,760.452,3/15/2019,14:48,Credit card,6.5
C,Female,Health and beauty,62.82,2,131.922,1/17/2019,12:36,Ewallet,4.9
C,Male,Food and beverages,24.31,3,76.5765,1/8/2019,19:09,Credit card,4.3
A,Male,Sports and travel,64.59,4,271.278,1/6/2019,13:35,Ewallet,9.3
A,Male,Food and beverages,24.82,7,182.427,2/16/2019,10:33,Credit card,7.1
C,Male,Fashion accessories,56.5,1,59.325,3/13/2019,15:45,Ewallet,9.6
B,Female,Electronic accessories,21.43,10,225.015,1/28/2019,11:51,Cash,6.2
A,Male,Sports and travel,89.06,6,561.078,1/18/2019,17:26,Cash,9.9
A,Male,Home and lifestyle,23.29,4,97.818,3/19/2019,11:52,Credit card,5.9
C,Male,Home and lifestyle,65.26,8,548.184,3/15/2019,14:04,Ewallet,6.3
C,Male,Fashion accessories,52.35,1,54.9675,2/12/2019,17:49,Cash,4
B,Male,Electronic accessories,39.75,1,41.7375,2/25/2019,20:19,Cash,6.1
A,Female,Electronic accessories,90.02,8,756.168,3/21/2019,16:08,Credit card,4.5
B,Female,Electronic accessories,12.1,8,101.64,1/19/2019,10:17,Ewallet,8.6
B,Female,Food and beverages,33.21,10,348.705,1/8/2019,14:25,Ewallet,6
C,Female,Fashion accessories,10.18,8,85.512,3/30/2019,12:51,Credit card,9.5
B,Male,Sports and travel,31.99,10,335.895,2/20/2019,15:18,Credit card,9.9
A,Female,Home and lifestyle,34.42,6,216.846,3/30/2019,12:45,Ewallet,7.5
A,Female,Food and beverages,83.34,2,175.014,3/19/2019,13:37,Cash,7.6
A,Male,Sports and travel,45.58,7,335.013,1/13/2019,10:03,Cash,5
A,Male,Food and beverages,87.9,1,92.295,2/5/2019,19:42,Ewallet,6.7
A,Female,Electronic accessories,73.47,10,771.435,3/23/2019,13:14,Ewallet,9.5
C,Female,Fashion accessories,12.19,8,102.396,3/13/2019,12:47,Ewallet,6.8
A,Male,Sports and travel,76.92,10,807.66,3/17/2019,19:53,Ewallet,5.6
C,Female,Health and beauty,83.66,5,439.215,2/21/2019,10:26,Cash,7.2
B,Female,Electronic accessories,57.91,8,486.444,2/7/2019,15:06,Cash,8.1
C,Female,Fashion accessories,92.49,5,485.5725,3/2/2019,16:35,Credit card,8.6
B,Male,Electronic accessories,28.38,5,148.995,3/6/2019,20:57,Cash,9.4
B,Male,Electronic accessories,50.45,6,317.835,2/6/2019,15:16,Credit card,8.9
B,Male,Health and beauty,99.16,8,832.944,1/28/2019,17:47,Credit card,4.2
C,Male,Fashion accessories,60.74,7,446.439,1/18/2019,16:23,Ewallet,5
C,Female,Food and beverages,47.27,6,297.801,2/5/2019,10:17,Cash,8.8
C,Male,Health and beauty,85.6,7,629.16,3/2/2019,13:50,Cash,5.3
A,Male,Food and beverages,35.04,9,331.128,2/9/2019,19:17,Ewallet,4.6
C,Female,Electronic accessories,44.84,9,423.738,1/14/2019,14:00,Credit card,7.5
B,Male,Home and lifestyle,45.97,4,193.074,2/9/2019,12:02,Ewallet,5.1
A,Female,Health and beauty,27.73,5,145.5825,3/26/2019,20:21,Credit card,4.2
A,Male,Food and beverages,11.53,7,84.7455,1/28/2019,17:35,Cash,8.1
C,Female,Health and beauty,58.32,2,122.472,2/14/2019,12:42,Ewallet,6
C,Female,Home and lifestyle,78.38,4,329.196,3/24/2019,17:56,Cash,7.9
C,Male,Health and beauty,84.61,10,888.405,2/9/2019,18:58,Credit card,8.8
B,Female,Health and beauty,82.88,5,435.12,3/24/2019,14:08,Credit card,6.6
A,Female,Food and beverages,79.54,2,167.034,3/27/2019,16:30,Ewallet,6.2
B,Female,Home and lifestyle,49.01,10,514.605,1/27/2019,10:44,Credit card,4.2
B,Female,Food and beverages,29.15,3,91.8225,3/27/2019,20:29,Credit card,7.3
C,Female,Electronic accessories,56.13,4,235.746,1/19/2019,11:43,Ewallet,8.6
A,Female,Home and lifestyle,93.12,8,782.208,2/7/2019,10:09,Cash,6.8
A,Male,Fashion accessories,51.34,8,431.256,1/31/2019,10:00,Ewallet,7.6
A,Female,Food and beverages,99.6,3,313.74,2/25/2019,18:45,Cash,5.8
C,Female,Electronic accessories,35.49,6,223.587,2/2/2019,12:40,Cash,4.1
C,Male,Sports and travel,42.85,1,44.9925,3/14/2019,15:36,Credit card,9.3
A,Female,Fashion accessories,94.67,4,397.614,3/11/2019,12:04,Cash,6.8
B,Male,Home and lifestyle,68.97,3,217.2555,2/22/2019,11:26,Ewallet,8.7
B,Female,Electronic accessories,26.26,3,82.719,3/2/2019,12:36,Ewallet,6.3
C,Female,Home and lifestyle,35.79,9,338.2155,3/10/2019,15:06,Credit card,5.1
B,Female,Home and lifestyle,16.37,6,103.131,2/8/2019,10:58,Cash,7
C,Female,Home and lifestyle,12.73,2,26.733,2/22/2019,12:10,Credit card,5.2
C,Female,Sports and travel,83.14,7,611.079,1/10/2019,10:31,Credit card,6.6
C,Female,Sports and travel,35.22,6,221.886,3/14/2019,13:49,Ewallet,6.5
B,Female,Electronic accessories,13.78,4,57.876,1/10/2019,11:10,Ewallet,9
B,Male,Sports and travel,88.31,1,92.7255,2/15/2019,17:38,Credit card,5.2
A,Female,Health and beauty,39.62,9,374.409,1/13/2019,17:54,Credit card,6.8
B,Female,Electronic accessories,88.25,9,833.9625,2/15/2019,20:51,Credit card,7.6
B,Male,Sports and travel,25.31,2,53.151,3/2/2019,19:26,Ewallet,7.2
B,Male,Home and lifestyle,99.92,6,629.496,3/24/2019,13:33,Ewallet,7.1
C,Female,Fashion accessories,83.35,2,175.035,2/2/2019,14:05,Credit card,9.5
A,Female,Food and beverages,74.44,10,781.62,2/27/2019,11:40,Ewallet,5.1
C,Male,Health and beauty,64.08,7,470.988,1/20/2019,12:27,Ewallet,7.6
B,Female,Home and lifestyle,63.15,6,397.845,1/3/2019,20:24,Ewallet,9.8
C,Male,Home and lifestyle,85.72,3,270.018,1/24/2019,20:59,Ewallet,5.1
C,Female,Health and beauty,78.89,7,579.8415,1/5/2019,19:48,Ewallet,7.5
A,Female,Sports and travel,89.48,5,469.77,3/30/2019,10:18,Cash,7.4
A,Female,Health and beauty,92.09,3,290.0835,2/17/2019,16:27,Cash,4.2
C,Female,Food and beverages,57.29,6,360.927,3/21/2019,17:04,Ewallet,5.9
A,Male,Food and beverages,66.52,4,279.384,3/2/2019,18:14,Ewallet,6.9
C,Male,Fashion accessories,99.82,9,943.299,3/27/2019,10:43,Cash,6.6
A,Female,Home and lifestyle,45.68,10,479.64,1/19/2019,19:30,Ewallet,5.7
A,Male,Health and beauty,50.79,5,266.6475,2/19/2019,14:53,Credit card,5.3
A,Male,Health and beauty,10.08,7,74.088,3/28/2019,20:14,Cash,4.2
A,Female,Electronic accessories,93.88,7,690.018,1/5/2019,11:51,Credit card,7.3
C,Male,Electronic accessories,84.25,2,176.925,3/26/2019,14:13,Credit card,5.3
B,Male,Fashion accessories,53.78,1,56.469,2/3/2019,20:13,Ewallet,4.7
C,Male,Home and lifestyle,35.81,5,188.0025,2/6/2019,18:44,Ewallet,7.9
B,Female,Food and beverages,26.43,8,222.012,2/24/2019,14:26,Ewallet,8.9
B,Male,Health and beauty,39.91,3,125.7165,2/21/2019,12:40,Ewallet,9.3
B,Female,Home and lifestyle,21.9,3,68.985,1/9/2019,18:43,Ewallet,4.7
B,Female,Food and beverages,62.85,4,263.97,2/25/2019,13:22,Ewallet,8.7
C,Female,Food and beverages,21.04,4,88.368,1/13/2019,13:58,Cash,7.6
B,Male,Home and lifestyle,65.91,6,415.233,2/9/2019,11:45,Cash,5.7
A,Female,Fashion accessories,42.57,7,312.8895,1/6/2019,11:51,Cash,6.8
C,Male,Food and beverages,50.49,9,477.1305,1/10/2019,17:16,Cash,5.4
B,Male,Electronic accessories,46.02,6,289.926,2/7/2019,15:55,Cash,7.1
C,Female,Home and lifestyle,15.8,10,165.9,1/9/2019,12:07,Cash,7.8
A,Female,Food and beverages,98.66,9,932.337,2/19/2019,15:07,Cash,8.4
C,Male,Fashion accessories,91.98,1,96.579,3/18/2019,15:29,Cash,9.8
A,Male,Electronic accessories,20.89,2,43.869,2/5/2019,18:45,Cash,9.8
A,Female,Fashion accessories,15.5,1,16.275,3/19/2019,15:23,Credit card,7.4
C,Male,Electronic accessories,96.82,3,304.983,3/30/2019,20:37,Cash,6.7
B,Male,Food and beverages,33.33,2,69.993,1/26/2019,14:41,Credit card,6.4
B,Female,Electronic accessories,38.27,2,80.367,3/2/2019,18:18,Credit card,5.8
A,Female,Home and lifestyle,33.3,9,314.685,3/4/2019,15:27,Ewallet,7.2
A,Male,Home and lifestyle,81.01,3,255.1815,1/13/2019,12:55,Credit card,9.3
A,Female,Health and beauty,15.8,3,49.77,3/25/2019,18:02,Cash,9.5
B,Female,Electronic accessories,34.49,5,181.0725,3/11/2019,19:44,Credit card,9
B,Female,Food and beverages,84.63,10,888.615,1/1/2019,11:36,Credit card,9
B,Male,Home and lifestyle,36.91,7,271.2885,2/10/2019,13:51,Ewallet,6.7
B,Male,Electronic accessories,87.08,7,640.038,1/26/2019,15:17,Cash,5.5
A,Male,Home and lifestyle,80.08,3,252.252,2/11/2019,15:29,Cash,5.4
C,Male,Fashion accessories,86.13,2,180.873,2/7/2019,17:59,Cash,8.2
B,Male,Fashion accessories,49.92,2,104.832,3/6/2019,11:55,Credit card,7
A,Female,Food and beverages,74.66,4,313.572,3/4/2019,10:39,Cash,8.5
B,Male,Food and beverages,26.6,6,167.58,2/26/2019,15:10,Ewallet,4.9
B,Female,Electronic accessories,25.45,1,26.7225,3/10/2019,18:10,Credit card,5.1
